n,our_time,sdpa_time,mosek_time,our_mem,sdpa_mem,mosek_mem,our_res,sdpa_res,mosek_res
30.0,0.00101912,0.105091903,0.141569501,140720.0,4.98328e6,3.881152e6,0.0,0.0,0.0
30.0,0.001022929,0.169594098,0.177228258,143152.0,4.984496e6,3.881152e6,0.0,0.0,2.0
30.0,0.000943116,0.183764813,0.133787962,140112.0,4.98328e6,3.881152e6,0.0,0.0,2.0
30.0,0.001125608,0.17381621,0.163475949,142544.0,4.98328e6,3.881152e6,0.0,0.0,2.0
30.0,0.001000789,0.191718832,0.206516263,139504.0,4.98328e6,3.881152e6,0.0,0.0,0.0
30.0,0.00098585,0.133785953,0.092147525,142544.0,4.98328e6,3.882256e6,0.0,0.0,0.0
30.0,0.000969446,0.205021175,0.166667078,141328.0,4.98328e6,3.881152e6,0.0,0.0,0.0
30.0,0.000989856,0.263070812,0.19082718,143152.0,4.983328e6,3.881152e6,0.0,2.0,0.0
30.0,0.000974182,0.181225983,0.168955569,143152.0,4.98328e6,3.881152e6,0.0,0.0,0.0
30.0,0.001015017,0.365242499,0.19486283,140720.0,4.98448e6,3.881152e6,0.0,2.0,2.0
30.0,0.001178957,0.205768989,0.129596852,142544.0,4.98328e6,3.881152e6,0.0,0.0,0.0
30.0,0.001017714,0.155427507,0.228137057,141328.0,4.98328e6,3.881152e6,0.0,0.0,2.0
30.0,0.000983481,0.194800214,0.141393462,141936.0,4.98328e6,3.881152e6,0.0,0.0,0.0
