n,our_time,sdpa_time,mosek_time,our_mem,sdpa_mem,mosek_mem,our_res,sdpa_res,mosek_res
10.0,0.00022081,0.011638604,0.005756535,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.00022456,0.012202055,0.006929743,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000232658,0.012389034,0.006828191,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000218997,0.012461684,0.006613497,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.00023431,0.012053308,0.007334688,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000226399,0.012080773,0.006737919,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000225388,0.011949865,0.00656579,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000221808,0.012165771,0.007098891,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000223005,0.012051758,0.005979541,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000224477,0.01192452,0.006527089,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000214426,0.012110662,0.006374689,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000236681,0.012040748,0.006888437,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000223193,0.01214117,0.00677963,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000231433,0.012945462,0.007605027,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000216431,0.012541828,0.015458931,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000239633,0.015184918,0.009337831,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000406897,0.013094749,0.015103077,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000229363,0.01178693,0.006665256,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000220232,0.011911249,0.006378771,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000229458,0.011839692,0.00691432,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000222276,0.01210603,0.006883031,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000226831,0.012236521,0.00646478,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000211155,0.011483026,0.006277739,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000221171,0.011967717,0.006630819,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000222487,0.011559593,0.006687838,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000227735,0.011361791,0.005862121,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000212603,0.011855521,0.00674853,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000225408,0.011901959,0.006716876,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000225345,0.011326276,0.005917136,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000220047,0.010641284,0.006394491,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000215644,0.010682986,0.006215459,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000225536,0.011093946,0.006352938,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000222489,0.011180484,0.00650383,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000237013,0.011142629,0.007174215,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000222869,0.011192729,0.006223524,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000225097,0.011240583,0.006221833,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000232505,0.011353081,0.006489356,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000231044,0.011122476,0.006144706,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000229551,0.011348801,0.005639087,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000223209,0.010632616,0.006426189,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000229993,0.063852268,0.006498906,27168.0,757696.0,591472.0,1.0,1.0,1.0
10.0,0.000222699,0.01191341,0.005858975,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000222833,0.011855629,0.006191801,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000226343,0.011734718,0.006597491,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000218779,0.011883268,0.006792975,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000225435,0.011807379,0.005751489,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000225413,0.011481256,0.006582288,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000217747,0.012258181,0.006421852,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.00022849,0.012495744,0.007115364,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.00022944,0.012131693,0.007708008,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000245617,0.011939757,0.007465425,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000230876,0.012189838,0.006428731,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000224722,0.012277633,0.007289413,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.0002143,0.012138998,0.006610791,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000221687,0.012400538,0.006335496,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000224469,0.012156107,0.005851975,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.00022678,0.012065751,0.006305789,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000226542,0.011969012,0.006666381,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000222166,0.012017803,0.006298414,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000233489,0.011836556,0.006991666,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000230631,0.012476445,0.007254858,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000228802,0.012185532,0.007129311,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000222125,0.012362692,0.007087139,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000230867,0.012983339,0.00707266,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000237356,0.012319252,0.006505226,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000235539,0.012540781,0.006592172,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000226967,0.011732399,0.01229649,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000220679,0.011563652,0.006663635,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000224442,0.011483605,0.00658362,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000223059,0.011792931,0.00624456,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000230756,0.012421803,0.008089416,27168.0,750768.0,591472.0,1.0,2.0,1.0
10.0,0.000225285,0.010952679,0.006199879,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000215472,0.013456109,0.006338167,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000221201,0.01134729,0.005743093,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000216587,0.009885902,0.005711453,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000220999,0.011605982,0.006488145,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000217267,0.013486672,0.006003796,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000220412,0.010774335,0.005748194,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000228781,0.011895582,0.006753536,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000238676,0.011227289,0.006643431,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000243757,0.011410899,0.006066442,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000249702,0.010239658,0.006144506,27168.0,750720.0,591472.0,1.0,1.0,1.0
10.0,0.000213743,0.011111515,0.006209233,27168.0,750720.0,591472.0,1.0,1.0,1.0
30.0,0.001019309,0.308059813,0.074424455,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001168686,0.324788715,0.067740857,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001226567,0.322180264,0.096117004,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.000943008,0.364617525,0.078160592,121264.0,4.983856e6,3.883072e6,1.0,1.0,1.0
30.0,0.001184701,0.307490341,0.064109421,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.00104271,0.315445084,0.083617655,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001181293,0.309292423,0.076728107,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001140896,0.290162183,0.057123371,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001099393,0.342693129,0.087581928,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001152369,0.323404204,0.071453104,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001150491,0.331123467,0.097048755,121264.0,4.98328e6,3.884096e6,1.0,1.0,1.0
30.0,0.000959166,0.334323613,0.071063698,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001216269,0.317366329,0.08549061,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001162554,0.37405646,0.077405873,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001827378,0.314610831,0.079199377,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001126624,0.354959286,0.073571374,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001160913,0.330350098,0.089932232,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.00112703,0.304106869,0.069945387,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001157516,0.33427213,0.067241752,121264.0,4.984416e6,3.883072e6,1.0,1.0,1.0
30.0,0.009971861,0.339264835,0.075234674,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001180561,0.306116048,0.077418046,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001176694,0.395925671,0.087450994,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001169631,0.343869012,0.092675143,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001121103,0.320932248,0.082585471,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001171146,0.338389792,0.081444498,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001199887,0.293592058,0.095434818,121264.0,4.98328e6,3.88416e6,1.0,1.0,1.0
30.0,0.001110591,0.316450017,0.065568964,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001143856,0.335351718,0.071674905,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001173904,0.319786197,0.069511736,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001150433,0.368511992,0.079792234,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001129102,0.326509957,0.068474801,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001189668,0.304075822,0.055582347,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.000981464,0.203596365,0.04757062,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.000971876,0.360725451,0.070551519,121264.0,4.984352e6,3.883072e6,1.0,1.0,1.0
30.0,0.001103475,0.338058252,0.078121883,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001157188,0.312190338,0.077248838,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001201431,0.328941721,0.080999448,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001179351,0.313380898,0.054101534,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001003786,0.297400581,0.075550041,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001130605,0.327417041,0.079037873,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.009996399,0.334223323,0.095076766,121264.0,4.98328e6,3.88416e6,1.0,1.0,1.0
30.0,0.001022727,0.296252264,0.050433213,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001106819,0.280502979,0.052076679,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.00107348,0.337997855,0.073542827,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.00117344,0.35163854,0.082243653,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001189228,0.336645665,0.075254046,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001157765,0.253315752,0.057642866,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.000928848,0.258440772,0.056657533,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.000946848,0.348108693,0.071519353,121264.0,4.984352e6,3.883072e6,1.0,1.0,1.0
30.0,0.001150185,0.322303478,0.07624059,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001193033,0.336611558,0.083502456,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001169311,0.331905455,0.091277279,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001023886,0.340685453,0.068174862,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001156618,0.345477371,0.096730693,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.00095848,0.323699915,0.086796881,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001176445,0.304852036,0.093785625,121264.0,4.98328e6,3.88416e6,1.0,1.0,1.0
30.0,0.00099574,0.343412663,0.071634584,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001151764,0.232811442,0.068826706,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001193746,0.33120363,0.07978773,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001141459,0.296014083,0.079267341,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001180284,0.317411989,0.075615076,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.00115148,0.293273563,0.074520865,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001173236,0.303172885,0.073130149,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001125815,0.376021029,0.085906922,121264.0,4.984352e6,3.883072e6,1.0,1.0,1.0
30.0,0.001202399,0.336715433,0.072143597,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001138921,0.340002403,0.092129701,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.000968541,0.327459181,0.073510217,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001183938,0.331112065,0.077455051,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.00117032,0.297154863,0.077730977,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001164969,0.291330133,0.080176937,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001526787,0.308566731,0.070918696,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
30.0,0.001104299,0.389947711,0.076789255,121264.0,4.984432e6,3.883072e6,1.0,1.0,1.0
30.0,0.001098752,0.340560409,0.084600404,121264.0,4.98328e6,3.883072e6,1.0,1.0,1.0
